id,address,price,bedrooms,bathrooms,square_feet,property_type,city,state,zip_code,description,features,images,listing_date,status,mls_number,lot_size,year_built,garage_spaces,created_at
ACT1521960,216 La Dera DR,2275,4,3.0,2238,house,Liberty Hill,TX,78642,"Charming four-bedroom home in the wonderful community of Santa Rita Ranch. The home is in one of the most entertaining communities in Austin and surrounding areas. Santa Rita Ranch is known for it's wonderful amenities including multiple pools, playgrounds, clubhouses, trails, and community social gatherings, and has elementary schools right in the community.","[""Air Conditioning""]","[""https://cdn.repliers.io/mlsgrid/IMG-ACT1521960_0.jpg?class=medium"",""https://cdn.repliers.io/mlsgrid/IMG-ACT1521960_1.jpg?class=medium"",""https://cdn.repliers.io/mlsgrid/IMG-ACT1521960_2.jpg?class=medium"",""https://cdn.repliers.io/mlsgrid/IMG-ACT1521960_3.jpg?class=medium"",""https://cdn.repliers.io/mlsgrid/IMG-ACT1521960_4.jpg?class=medium"",""https://cdn.repliers.io/mlsgrid/IMG-ACT1521960_5.jpg?class=medium"",""https://cdn.repliers.io/mlsgrid/IMG-ACT1521960_6.jpg?class=medium"",""https://cdn.repliers.io/mlsgrid/IMG-ACT1521960_7.jpg?class=medium"",""https://cdn.repliers.io/mlsgrid/IMG-ACT1521960_8.jpg?class=medium"",""https://cdn.repliers.io/mlsgrid/IMG-ACT1521960_9.jpg?class=medium"",""https://cdn.repliers.io/mlsgrid/IMG-ACT1521960_10.jpg?class=medium"",""https://cdn.repliers.io/mlsgrid/IMG-ACT1521960_11.jpg?class=medium"",""https://cdn.repliers.io/mlsgrid/IMG-ACT1521960_12.jpg?class=medium"",""https://cdn.repliers.io/mlsgrid/IMG-ACT1521960_13.jpg?class=medium"",""https://cdn.repliers.io/mlsgrid/IMG-ACT1521960_14.jpg?class=medium"",""https://cdn.repliers.io/mlsgrid/IMG-ACT1521960_15.jpg?class=medium"",""https://cdn.repliers.io/mlsgrid/IMG-ACT1521960_16.jpg?class=medium"",""https://cdn.repliers.io/mlsgrid/IMG-ACT1521960_17.jpg?class=medium"",""https://cdn.repliers.io/mlsgrid/IMG-ACT1521960_18.jpg?class=medium"",""https://cdn.repliers.io/mlsgrid/IMG-ACT1521960_19.jpg?class=medium"",""https://cdn.repliers.io/mlsgrid/IMG-ACT1521960_20.jpg?class=medium"",""https://cdn.repliers.io/mlsgrid/IMG-ACT1521960_21.jpg?class=medium"",""https://cdn.repliers.io/mlsgrid/IMG-ACT1521960_22.jpg?class=medium"",""https://cdn.repliers.io/mlsgrid/IMG-ACT1521960_23.jpg?class=medium"",""https://cdn.repliers.io/mlsgrid/IMG-ACT1521960_24.jpg?class=medium"",""https://cdn.repliers.io/mlsgrid/IMG-ACT1521960_25.jpg?class=medium"",""https://cdn.repliers.io/mlsgrid/IMG-ACT1521960_26.jpg?class=medium"",""https://cdn.repliers.io/mlsgrid/IMG-ACT1521960_27.jpg?class=medium"",""https://cdn.repliers.io/mlsgrid/IMG-ACT1521960_28.jpg?class=medium"",""https://cdn.repliers.io/mlsgrid/IMG-ACT1521960_29.jpg?class=medium"",""https://cdn.repliers.io/mlsgrid/IMG-ACT1521960_30.jpg?class=medium"",""https://cdn.repliers.io/mlsgrid/IMG-ACT1521960_31.jpg?class=medium""]",,New,ACT1521960,,2018,,now()
ACT8570704,106 Mason CT,620000,3,3.0,2306,house,Horseshoe Bay,TX,78657,"In the highly desired custom gated community of Pecan Creek. This 3 bedroom, 3 bath custom home backs to creek, walking trails and boasts a beautiful private patio courtyard. It is priced to sell so that you can create the home of your dreams. Come see for yourself the potential for this hidden gem. Pecan Creek has a private recreation center with an indoor pool, exercise and game room, paved hiking  trails, tennis court, putting green for residents and guests to enjoy.","[""Air Conditioning""]",[],,New,ACT8570704,,1998,,now()
ACT3661495,126 Eight Oaks DR,599000,3,3.0,2254,house,Bastrop,TX,78602,"On A Beautiful Wooded Lot In The Gated Section Of The Colony, This Meticulously Maintained 3-Bedroom, 2-Bath, 4-Car Garage Home With A 2025 New Roof Is A Perfect Blend Of Comfort And Nature. Situated On Over An Acre, It Is A Unique Opportunity To Enjoy Peaceful Living With Wildlife Right In Your Backyard. The Open Floor Plan Features Large Windows That Flood The Space With Natural Light And Provide Picturesque Views.  The Kitchen Is Equipped With Stainless Appliances, Granite Counters, Extra Tall Custom Wood Cabinetry, And A Breakfast Nook Perfect For Morning Coffee. The Primary Bedroom Has Access To The Back Deck, A Private Bath, Generous Closet Space, And Serene Views Of The Property. Two Additional Bedrooms Offer Plenty Of Space For Family And Guests With Access To A Second Full Bath. A Half Bath For Guests, Large Laundry Room, And Separate Office Complete The Living Spaces. The Expansive Yard Is A Nature Lover's Dream. Whether You're Enjoying A Quiet Evening On The Patio, On The Separate Covered Deck With Fire Pit, Gardening, Or Simply Watching The Local Wildlife, You'll Appreciate The Tranquility And Privacy This Acre Plus Property Provides. Located Down The Street From The Community Amenity Center And Pool And Easy Access To The Back Gates Of The Colony.","[""Air Conditioning""]",[],,New,ACT3661495,,2007,,now()
ACT8893503,1000 Ledbetter ST,650000,5,3.0,3351,house,Round Rock,TX,78681,"Welcome to this stunning property offering a spacious 0.748-acre lot with mature trees, nestled on a peaceful, quiet street. With expansive decks and both covered and uncovered patio areas, you'll enjoy the outdoors year-round. The main living area features a gorgeous rock fireplace, creating a warm and inviting atmosphere. The kitchen boasts double ovens, making it perfect for entertaining guests.
This 3,351 sq ft home is an excellent investment opportunity, offering the potential to live on one floor while renting out the other independently. Whether you're looking to make it your dream home or generate rental income, the possibilities are endless.
Conveniently located just minutes from IH 35, Hwy 79, and the heart of Round Rock, you'll have easy access to all the amenities this vibrant, growing area has to offer, from shopping and dining to entertainment and parks.","[""Air Conditioning""]","[""https://cdn.repliers.io/mlsgrid/IMG-ACT8893503_0.jpg?class=medium"",""https://cdn.repliers.io/mlsgrid/IMG-ACT8893503_1.jpg?class=medium"",""https://cdn.repliers.io/mlsgrid/IMG-ACT8893503_2.jpg?class=medium"",""https://cdn.repliers.io/mlsgrid/IMG-ACT8893503_3.jpg?class=medium"",""https://cdn.repliers.io/mlsgrid/IMG-ACT8893503_4.jpg?class=medium"",""https://cdn.repliers.io/mlsgrid/IMG-ACT8893503_5.jpg?class=medium"",""https://cdn.repliers.io/mlsgrid/IMG-ACT8893503_6.jpg?class=medium"",""https://cdn.repliers.io/mlsgrid/IMG-ACT8893503_7.jpg?class=medium"",""https://cdn.repliers.io/mlsgrid/IMG-ACT8893503_8.jpg?class=medium"",""https://cdn.repliers.io/mlsgrid/IMG-ACT8893503_9.jpg?class=medium"",""https://cdn.repliers.io/mlsgrid/IMG-ACT8893503_10.jpg?class=medium"",""https://cdn.repliers.io/mlsgrid/IMG-ACT8893503_11.jpg?class=medium"",""https://cdn.repliers.io/mlsgrid/IMG-ACT8893503_12.jpg?class=medium"",""https://cdn.repliers.io/mlsgrid/IMG-ACT8893503_13.jpg?class=medium"",""https://cdn.repliers.io/mlsgrid/IMG-ACT8893503_14.jpg?class=medium"",""https://cdn.repliers.io/mlsgrid/IMG-ACT8893503_15.jpg?class=medium"",""https://cdn.repliers.io/mlsgrid/IMG-ACT8893503_16.jpg?class=medium"",""https://cdn.repliers.io/mlsgrid/IMG-ACT8893503_17.jpg?class=medium"",""https://cdn.repliers.io/mlsgrid/IMG-ACT8893503_18.jpg?class=medium"",""https://cdn.repliers.io/mlsgrid/IMG-ACT8893503_19.jpg?class=medium"",""https://cdn.repliers.io/mlsgrid/IMG-ACT8893503_20.jpg?class=medium"",""https://cdn.repliers.io/mlsgrid/IMG-ACT8893503_21.jpg?class=medium"",""https://cdn.repliers.io/mlsgrid/IMG-ACT8893503_22.jpg?class=medium"",""https://cdn.repliers.io/mlsgrid/IMG-ACT8893503_23.jpg?class=medium"",""https://cdn.repliers.io/mlsgrid/IMG-ACT8893503_24.jpg?class=medium"",""https://cdn.repliers.io/mlsgrid/IMG-ACT8893503_25.jpg?class=medium"",""https://cdn.repliers.io/mlsgrid/IMG-ACT8893503_26.jpg?class=medium"",""https://cdn.repliers.io/mlsgrid/IMG-ACT8893503_27.jpg?class=medium"",""https://cdn.repliers.io/mlsgrid/IMG-ACT8893503_28.jpg?class=medium"",""https://cdn.repliers.io/mlsgrid/IMG-ACT8893503_29.jpg?class=medium"",""https://cdn.repliers.io/mlsgrid/IMG-ACT8893503_30.jpg?class=medium"",""https://cdn.repliers.io/mlsgrid/IMG-ACT8893503_31.jpg?class=medium"",""https://cdn.repliers.io/mlsgrid/IMG-ACT8893503_32.jpg?class=medium"",""https://cdn.repliers.io/mlsgrid/IMG-ACT8893503_33.jpg?class=medium"",""https://cdn.repliers.io/mlsgrid/IMG-ACT8893503_34.jpg?class=medium""]",,New,ACT8893503,,1968,,now()
ACT1836165,1007 Days End RD,599000,3,2.0,2935,house,Wimberley,TX,78676,"Welcome to this one-of-a-kind home located in the serene and private community of Wimberley, TX. Nestled on a large, secluded lot just under 1 mile from the Blanco River, this property offers a perfect blend of original charm and modern upgrades, making it an ideal retreat. The home features a main house and a spacious 1000 sq ft finished workshop, perfect for hobbies, storage, or as a private workspace.

Make your way into the main house to discover a fully remodeled kitchen with stunning stone countertops, gas cooking, and a large center island that flows seamlessly into the living room, which is bathed in natural light. The open floor plan creates a welcoming and airy atmosphere, perfect for entertaining or relaxing. The gorgeous dining room is ideal for family meals, while the wrap-around finished screened room brings the outdoors inside, allowing you to enjoy the peaceful, wooded setting year-round.

The spacious lot is a tranquil oasis, surrounded by mature trees and offering complete privacy. Eco-friendly features abound, including solar panels on the workshop, a whole-house rainwater catchment system, and a well for irrigation, making this property as sustainable as it is beautiful. Outside, you'll find a lovely fire pit, garden area, and abundant wildlife, offering a true connection to nature.

With no HOA, you'll enjoy complete freedom to make this property your own. Whether you're seeking a peaceful retreat or a place to call home, this property offers it all: privacy, charm, and eco-conscious living in one of the most desirable areas of Wimberley. Don't miss out on this rare opportunity!","[""Air Conditioning""]","[""https://cdn.repliers.io/mlsgrid/IMG-ACT1836165_0.jpg?class=medium"",""https://cdn.repliers.io/mlsgrid/IMG-ACT1836165_1.jpg?class=medium"",""https://cdn.repliers.io/mlsgrid/IMG-ACT1836165_2.jpg?class=medium"",""https://cdn.repliers.io/mlsgrid/IMG-ACT1836165_3.jpg?class=medium"",""https://cdn.repliers.io/mlsgrid/IMG-ACT1836165_4.jpg?class=medium"",""https://cdn.repliers.io/mlsgrid/IMG-ACT1836165_5.jpg?class=medium"",""https://cdn.repliers.io/mlsgrid/IMG-ACT1836165_6.jpg?class=medium"",""https://cdn.repliers.io/mlsgrid/IMG-ACT1836165_7.jpg?class=medium"",""https://cdn.repliers.io/mlsgrid/IMG-ACT1836165_8.jpg?class=medium"",""https://cdn.repliers.io/mlsgrid/IMG-ACT1836165_9.jpg?class=medium"",""https://cdn.repliers.io/mlsgrid/IMG-ACT1836165_10.jpg?class=medium"",""https://cdn.repliers.io/mlsgrid/IMG-ACT1836165_11.jpg?class=medium"",""https://cdn.repliers.io/mlsgrid/IMG-ACT1836165_12.jpg?class=medium"",""https://cdn.repliers.io/mlsgrid/IMG-ACT1836165_13.jpg?class=medium"",""https://cdn.repliers.io/mlsgrid/IMG-ACT1836165_14.jpg?class=medium"",""https://cdn.repliers.io/mlsgrid/IMG-ACT1836165_15.jpg?class=medium"",""https://cdn.repliers.io/mlsgrid/IMG-ACT1836165_16.jpg?class=medium"",""https://cdn.repliers.io/mlsgrid/IMG-ACT1836165_17.jpg?class=medium"",""https://cdn.repliers.io/mlsgrid/IMG-ACT1836165_18.jpg?class=medium"",""https://cdn.repliers.io/mlsgrid/IMG-ACT1836165_19.jpg?class=medium"",""https://cdn.repliers.io/mlsgrid/IMG-ACT1836165_20.jpg?class=medium"",""https://cdn.repliers.io/mlsgrid/IMG-ACT1836165_21.jpg?class=medium"",""https://cdn.repliers.io/mlsgrid/IMG-ACT1836165_22.jpg?class=medium"",""https://cdn.repliers.io/mlsgrid/IMG-ACT1836165_23.jpg?class=medium"",""https://cdn.repliers.io/mlsgrid/IMG-ACT1836165_24.jpg?class=medium"",""https://cdn.repliers.io/mlsgrid/IMG-ACT1836165_25.jpg?class=medium"",""https://cdn.repliers.io/mlsgrid/IMG-ACT1836165_26.jpg?class=medium"",""https://cdn.repliers.io/mlsgrid/IMG-ACT1836165_27.jpg?class=medium"",""https://cdn.repliers.io/mlsgrid/IMG-ACT1836165_28.jpg?class=medium"",""https://cdn.repliers.io/mlsgrid/IMG-ACT1836165_29.jpg?class=medium"",""https://cdn.repliers.io/mlsgrid/IMG-ACT1836165_30.jpg?class=medium"",""https://cdn.repliers.io/mlsgrid/IMG-ACT1836165_31.jpg?class=medium"",""https://cdn.repliers.io/mlsgrid/IMG-ACT1836165_32.jpg?class=medium"",""https://cdn.repliers.io/mlsgrid/IMG-ACT1836165_33.jpg?class=medium"",""https://cdn.repliers.io/mlsgrid/IMG-ACT1836165_34.jpg?class=medium"",""https://cdn.repliers.io/mlsgrid/IMG-ACT1836165_35.jpg?class=medium"",""https://cdn.repliers.io/mlsgrid/IMG-ACT1836165_36.jpg?class=medium"",""https://cdn.repliers.io/mlsgrid/IMG-ACT1836165_37.jpg?class=medium"",""https://cdn.repliers.io/mlsgrid/IMG-ACT1836165_38.jpg?class=medium"",""https://cdn.repliers.io/mlsgrid/IMG-ACT1836165_39.jpg?class=medium""]",,New,ACT1836165,,1993,,now()
ACT6090878,1252 County Road 106,595000,3,2.0,2060,house,Paige,TX,78659,"MOVE IN READY 2,060 sqft home located on a cross fenced 6+/- acres includes: a pond, over sized above ground pool, 30X50 shop with water and electricity, large front pasture and no known restrictions. Immediately entering the 3-bedroom, 2 bathroom home you will notice the cathedral ceiling, floating shelves, built in bookshelves next to the brick wood burning fireplace and small window accents to allow extra natural light into the main living area. This home has many recent improvements, most recently a brand new septic system and survey as well as 4 large producing Pecan trees. Only 10 miles from Giddings, 30 +/- miles from Elgin and 50 +/- miles from Austin Bergstrom Airport. Could this be the perfect place for you to call your new home?","[""Air Conditioning""]",[],,New,ACT6090878,,1987,,now()
ACT6679141,184 Dandelion LOOP,275000,3,2.0,1296,house,Kyle,TX,78640,"Welcome Home! Single story home with no carpet, laminate flooring and tile. Efficient floorplan with open style in living room and Kitchen. Laundry room off kitchen leads to the garage. Ceiling fans in bedrooms and living room. Crown molding in most rooms. Nice trees in the front yard.","[""Air Conditioning""]","[""https://cdn.repliers.io/mlsgrid/IMG-ACT6679141_0.jpg?class=medium"",""https://cdn.repliers.io/mlsgrid/IMG-ACT6679141_1.jpg?class=medium"",""https://cdn.repliers.io/mlsgrid/IMG-ACT6679141_2.jpg?class=medium"",""https://cdn.repliers.io/mlsgrid/IMG-ACT6679141_3.jpg?class=medium"",""https://cdn.repliers.io/mlsgrid/IMG-ACT6679141_4.jpg?class=medium"",""https://cdn.repliers.io/mlsgrid/IMG-ACT6679141_5.jpg?class=medium"",""https://cdn.repliers.io/mlsgrid/IMG-ACT6679141_6.jpg?class=medium"",""https://cdn.repliers.io/mlsgrid/IMG-ACT6679141_7.jpg?class=medium"",""https://cdn.repliers.io/mlsgrid/IMG-ACT6679141_8.jpg?class=medium"",""https://cdn.repliers.io/mlsgrid/IMG-ACT6679141_9.jpg?class=medium"",""https://cdn.repliers.io/mlsgrid/IMG-ACT6679141_10.jpg?class=medium"",""https://cdn.repliers.io/mlsgrid/IMG-ACT6679141_11.jpg?class=medium"",""https://cdn.repliers.io/mlsgrid/IMG-ACT6679141_12.jpg?class=medium"",""https://cdn.repliers.io/mlsgrid/IMG-ACT6679141_13.jpg?class=medium"",""https://cdn.repliers.io/mlsgrid/IMG-ACT6679141_14.jpg?class=medium"",""https://cdn.repliers.io/mlsgrid/IMG-ACT6679141_15.jpg?class=medium""]",,New,ACT6679141,,2003,,now()
ACT7313468,125 Stockmen LN,1000,1,1.0,700,house,Maxwell,TX,78656,"This charming 1-bedroom, 1-bathroom single-family mobile home offers a comfortable living space with modern updates. The kitchen features sleek black appliances, ample cabinet storage, and a functional layout that opens up to a bright dining area with large windows and scenic views. The bedroom is spacious with a ceiling fan for added comfort, plus a walk-in closet for extra storage.

Enjoy the privacy of your own entrance with a covered porch, perfect for relaxing outdoors. The apartment is pet-friendly, making it a great option for those with furry companions. Convenient parking and easy access to nearby amenities add to the appeal of this cozy home.

Contact the manager for lease details and schedule a tour today!

$500 refundable pet deposit per pet. 
$25 monthly pet rent per pet. 
Admin fee due upon lease signing: $295.","[""Air Conditioning""]","[""https://cdn.repliers.io/mlsgrid/IMG-ACT7313468_0.jpg?class=medium"",""https://cdn.repliers.io/mlsgrid/IMG-ACT7313468_1.jpg?class=medium"",""https://cdn.repliers.io/mlsgrid/IMG-ACT7313468_2.jpg?class=medium"",""https://cdn.repliers.io/mlsgrid/IMG-ACT7313468_3.jpg?class=medium"",""https://cdn.repliers.io/mlsgrid/IMG-ACT7313468_4.jpg?class=medium"",""https://cdn.repliers.io/mlsgrid/IMG-ACT7313468_5.jpg?class=medium"",""https://cdn.repliers.io/mlsgrid/IMG-ACT7313468_6.jpg?class=medium"",""https://cdn.repliers.io/mlsgrid/IMG-ACT7313468_7.jpg?class=medium""]",,New,ACT7313468,,1995,,now()
ACT7475498,Lt 41018 Dalton CIR,250000,0,0.0,,house,Horseshoe Bay,TX,78657,"Summer's coming. Come to Lake LBJ! Build in Horseshoe Bay on this lot and enjoy the stunning sunsets on Lake LBJ! Your dream home will be sitting on one of the highest points overlooking the lake. This is a prime location minutes from the heart of Horseshoe Bay Resort, which is a premier resort with four golf courses, marina and access to Lake LBJ at Quail Point Lodge for swimming, picnicking, concerts and other events. Close to all of the fabulous amenities of Horseshoe Bay Resort (with membership). Minimum square foot is 1800. All utilities are available. Get started today.
Be sure to watch the virtual tour and see the lake!",[],"[""https://cdn.repliers.io/mlsgrid/IMG-ACT7475498_0.jpg?class=medium"",""https://cdn.repliers.io/mlsgrid/IMG-ACT7475498_1.jpg?class=medium"",""https://cdn.repliers.io/mlsgrid/IMG-ACT7475498_2.jpg?class=medium"",""https://cdn.repliers.io/mlsgrid/IMG-ACT7475498_3.jpg?class=medium"",""https://cdn.repliers.io/mlsgrid/IMG-ACT7475498_4.jpg?class=medium"",""https://cdn.repliers.io/mlsgrid/IMG-ACT7475498_5.jpg?class=medium"",""https://cdn.repliers.io/mlsgrid/IMG-ACT7475498_6.jpg?class=medium"",""https://cdn.repliers.io/mlsgrid/IMG-ACT7475498_7.jpg?class=medium"",""https://cdn.repliers.io/mlsgrid/IMG-ACT7475498_8.jpg?class=medium"",""https://cdn.repliers.io/mlsgrid/IMG-ACT7475498_9.jpg?class=medium"",""https://cdn.repliers.io/mlsgrid/IMG-ACT7475498_10.jpg?class=medium"",""https://cdn.repliers.io/mlsgrid/IMG-ACT7475498_11.jpg?class=medium"",""https://cdn.repliers.io/mlsgrid/IMG-ACT7475498_12.jpg?class=medium"",""https://cdn.repliers.io/mlsgrid/IMG-ACT7475498_13.jpg?class=medium"",""https://cdn.repliers.io/mlsgrid/IMG-ACT7475498_14.jpg?class=medium"",""https://cdn.repliers.io/mlsgrid/IMG-ACT7475498_15.jpg?class=medium"",""https://cdn.repliers.io/mlsgrid/IMG-ACT7475498_16.jpg?class=medium"",""https://cdn.repliers.io/mlsgrid/IMG-ACT7475498_17.jpg?class=medium"",""https://cdn.repliers.io/mlsgrid/IMG-ACT7475498_18.jpg?class=medium"",""https://cdn.repliers.io/mlsgrid/IMG-ACT7475498_19.jpg?class=medium""]",,New,ACT7475498,,,,now()
ACT8735293,2594 Jack Nora WAY,366315,3,3.0,1648,house,Round Rock,TX,78665,"READY NOW! The Ellie plan introduces living across 1,693 square feet of space. This three-bedroom, two-and-one-half bathroom plan maximizes moments to mingle without compromising on spaces to decompress. An open-concept first floor boasts a breezy dining area and stunning kitchen with island, while a covered back porch provides the perfect spot for anytime hangouts. Take advantage of High Performance Home included features such as Apple HomePod mini, Cat 6 wiring, Smart front door lock, Honeywell T6 Pro Smart Thermostat, LiftMaster garage opener with myQ Technology, wireless smart switches, eero meshnet wireless internet, smart home activation, Energy Star appliances, plus much more!  This home has a HERS Score of 51","[""Air Conditioning""]","[""https://cdn.repliers.io/mlsgrid/IMG-ACT8735293_0.jpg?class=medium"",""https://cdn.repliers.io/mlsgrid/IMG-ACT8735293_1.jpg?class=medium"",""https://cdn.repliers.io/mlsgrid/IMG-ACT8735293_2.jpg?class=medium"",""https://cdn.repliers.io/mlsgrid/IMG-ACT8735293_3.jpg?class=medium"",""https://cdn.repliers.io/mlsgrid/IMG-ACT8735293_4.jpg?class=medium"",""https://cdn.repliers.io/mlsgrid/IMG-ACT8735293_5.jpg?class=medium"",""https://cdn.repliers.io/mlsgrid/IMG-ACT8735293_6.jpg?class=medium"",""https://cdn.repliers.io/mlsgrid/IMG-ACT8735293_7.jpg?class=medium"",""https://cdn.repliers.io/mlsgrid/IMG-ACT8735293_8.jpg?class=medium"",""https://cdn.repliers.io/mlsgrid/IMG-ACT8735293_9.jpg?class=medium"",""https://cdn.repliers.io/mlsgrid/IMG-ACT8735293_10.jpg?class=medium""]",,New,ACT8735293,,2025,,now()
ACT3972977,700 Craven Hill LN,580000,3,3.0,2380,house,Leander,TX,78641,"Welcome to this beautifully maintained 2,380 sq ft home in the highly sought-after Bryson community in Leander. With 3 spacious bedrooms, 2.5 bathrooms, and a dedicated study, this one-story gem offers both comfort and style. The open-concept floor plan features a modern kitchen with built-in appliances, sleek quartz countertops, and a striking stone-accented island—perfect for cooking and entertaining.

Relax in the cozy family room, complete with a stunning stone gas fireplace. Step outside to the oversized back patio and enjoy the privacy of a serene backyard with mature trees, and no neighbor on the right side, opening to peaceful green space.

Additional highlights include a 3-car garage for ample storage, a study ideal for working from home, and thoughtful design details throughout.

The Bryson community is packed with amenities for an active lifestyle, including an on-site elementary school, a refreshing community pool, dog park, scenic trails, and ponds perfect for fishing. Plus, enjoy frequent community events that bring neighbors together.

Don’t miss your chance to call this stunning property home—schedule a tour today!","[""Air Conditioning""]","[""https://cdn.repliers.io/mlsgrid/IMG-ACT3972977_0.jpg?class=medium"",""https://cdn.repliers.io/mlsgrid/IMG-ACT3972977_1.jpg?class=medium"",""https://cdn.repliers.io/mlsgrid/IMG-ACT3972977_2.jpg?class=medium"",""https://cdn.repliers.io/mlsgrid/IMG-ACT3972977_3.jpg?class=medium"",""https://cdn.repliers.io/mlsgrid/IMG-ACT3972977_4.jpg?class=medium"",""https://cdn.repliers.io/mlsgrid/IMG-ACT3972977_5.jpg?class=medium"",""https://cdn.repliers.io/mlsgrid/IMG-ACT3972977_6.jpg?class=medium"",""https://cdn.repliers.io/mlsgrid/IMG-ACT3972977_7.jpg?class=medium"",""https://cdn.repliers.io/mlsgrid/IMG-ACT3972977_8.jpg?class=medium"",""https://cdn.repliers.io/mlsgrid/IMG-ACT3972977_9.jpg?class=medium"",""https://cdn.repliers.io/mlsgrid/IMG-ACT3972977_10.jpg?class=medium"",""https://cdn.repliers.io/mlsgrid/IMG-ACT3972977_11.jpg?class=medium"",""https://cdn.repliers.io/mlsgrid/IMG-ACT3972977_12.jpg?class=medium"",""https://cdn.repliers.io/mlsgrid/IMG-ACT3972977_13.jpg?class=medium"",""https://cdn.repliers.io/mlsgrid/IMG-ACT3972977_14.jpg?class=medium"",""https://cdn.repliers.io/mlsgrid/IMG-ACT3972977_15.jpg?class=medium"",""https://cdn.repliers.io/mlsgrid/IMG-ACT3972977_16.jpg?class=medium"",""https://cdn.repliers.io/mlsgrid/IMG-ACT3972977_17.jpg?class=medium"",""https://cdn.repliers.io/mlsgrid/IMG-ACT3972977_18.jpg?class=medium"",""https://cdn.repliers.io/mlsgrid/IMG-ACT3972977_19.jpg?class=medium"",""https://cdn.repliers.io/mlsgrid/IMG-ACT3972977_20.jpg?class=medium"",""https://cdn.repliers.io/mlsgrid/IMG-ACT3972977_21.jpg?class=medium"",""https://cdn.repliers.io/mlsgrid/IMG-ACT3972977_22.jpg?class=medium"",""https://cdn.repliers.io/mlsgrid/IMG-ACT3972977_23.jpg?class=medium"",""https://cdn.repliers.io/mlsgrid/IMG-ACT3972977_24.jpg?class=medium"",""https://cdn.repliers.io/mlsgrid/IMG-ACT3972977_25.jpg?class=medium"",""https://cdn.repliers.io/mlsgrid/IMG-ACT3972977_26.jpg?class=medium"",""https://cdn.repliers.io/mlsgrid/IMG-ACT3972977_27.jpg?class=medium"",""https://cdn.repliers.io/mlsgrid/IMG-ACT3972977_28.jpg?class=medium"",""https://cdn.repliers.io/mlsgrid/IMG-ACT3972977_29.jpg?class=medium"",""https://cdn.repliers.io/mlsgrid/IMG-ACT3972977_30.jpg?class=medium"",""https://cdn.repliers.io/mlsgrid/IMG-ACT3972977_31.jpg?class=medium"",""https://cdn.repliers.io/mlsgrid/IMG-ACT3972977_32.jpg?class=medium"",""https://cdn.repliers.io/mlsgrid/IMG-ACT3972977_33.jpg?class=medium""]",,New,ACT3972977,,2018,,now()
